第二次评审标准分极差,复议后极差,专家一标准分,专家二标准分,专家三标准分,二阶段成绩
,,56.85,56.88,57.73,171.46
,,56.3,55.35,58.6,170.25
,,48.31,56.7,51.96,156.97
,,49.29,67.08,57.64,174.01
,,59.88,43.07,57.33,160.28
,,54.94,59.41,49.12,163.47
,,54.25,44.89,52.09,151.23
,,56.85,61.96,54.48,173.29
,,55.5,58.63,44.94,159.07
,,57.49,61.98,57.19,176.66
,,57.87,50.5,59.38,167.75
,,51.61,56.83,57.39,165.83
,,57.26,52.2,63.46,172.92
,,56.17,63.95,55.81,175.93
,,64.42,57.18,56.08,177.68
,,61.09,56.7,50.62,168.41
,,54.19,50.82,61.34,166.35
,,58.54,51.63,52.62,162.79
,,56.45,63.66,58.84,178.95
,,42.31,55.24,63.73,161.28
,,54.18,51.28,62.36,167.82
,,52.05,60.33,65.74,178.12
,,60.41,57.38,58.31,176.1
,,66.68,40.75,60.02,167.45
,,59.38,62.13,55.41,176.92
,,64.04,49.12,54.62,167.78
,,52.69,52.91,49.25,154.85
,,58.41,50.38,54.04,162.83
,,54.05,52.44,57.04,163.53
,,61.23,51.74,51.11,164.08
,,56.3,49.24,57.73,163.27
,,47.35,64.43,66.64,178.42
,,61.74,50.73,54.16,166.63
,,55.09,59.42,53.04,167.55
,,43.66,63.64,52.44,159.74
,,54.67,54.03,52.56,161.26
,,56.21,51.02,58.05,165.28
,,54.89,45.64,53.79,154.32
,,55.55,57.75,56.34,169.64
,,58.04,61.35,59.72,179.11
,,51.62,62.57,53.04,167.23
,,54.24,64.48,56.34,175.06
,,60.64,53.55,51.27,165.46
,,58.34,59.05,55.45,172.84
,,35.96,36.75,34.1,106.81
,,68.23,51.04,57.96,177.23
,,57.48,53.21,51.44,162.13
,,52.59,56.82,58.37,167.78
,,58.35,55.37,49.24,162.96
,,60.78,57.54,57.6,175.92
,,65,55.38,58.57,178.95
,,57.85,61.08,53.99,172.92
,,55.86,59.55,64.75,180.16
,,54.28,50.76,57.8,162.84
,,55.28,56.92,50.97,163.17
,,60.25,59.45,50.72,170.42
,,57.47,47.38,48.71,153.56
,,57.78,54.31,56.62,168.71
,,55.16,59.7,61.52,176.38
,,65,60.08,51.38,176.46
,,58.44,61.91,53.02,173.37
,,50.95,54.28,49.62,154.85
,,56.14,54.07,57.5,167.71
,,58.96,59.45,56.91,175.32
,,57.97,54.66,60.46,173.09
,,60.87,57.96,54.91,173.74
,,56.52,51.7,52.62,160.84
,,47.44,60.08,51.06,158.58
,,59.11,53.92,55.54,168.57
,,58.5,50.06,55.27,163.83
,,60.27,56.1,57.96,174.33
,,56.57,63.24,47.49,167.3
,,59.89,56.87,55.46,172.22
,,60.41,56.58,62.81,179.8
,,49.56,66.08,57.19,172.83
,,59.1,63.34,58.1,180.54
,,61.39,53.92,58.37,173.68
,,56.58,55.41,60.87,172.86
,,49.78,58.22,56.04,164.04
,,61.06,62.51,58.31,181.88
,,54.27,54.47,54.36,163.1
,,54.54,55.96,62.74,173.24
,,53.76,61.49,57.88,173.13
,,61.43,47.96,56.07,165.46
,,51.8,58.1,56.62,166.52
,,60.87,54.07,52.26,167.2
,,48.75,56.82,61.85,167.42
,,59.61,54.15,48.86,162.62
,,53.76,61.49,58.49,173.74
,,52.48,61.85,49.94,164.27
,,67.31,57.91,52.41,177.63
,,50.25,50.59,39.71,140.55
,,47.79,55.71,54.94,158.44
,,57.17,53.74,61.22,172.13
,,57.85,59.14,52.95,169.94
,,51.81,56.87,57.2,165.88
,,55.08,55.56,51.79,162.43
,,61.07,55.87,53.49,170.43
,,49.79,48.52,69.04,167.35
,,56.83,50.82,62.04,169.69
,,54.12,59.94,58.05,172.11
,,56.82,62.57,55.05,174.44
,,59.58,57.39,51.2,168.17
,,56.85,54.33,58.16,169.34
,,50.51,55.11,59.58,165.2
,,59.86,58.92,61.28,180.06
,,54.19,61.98,59.96,176.13
,,53.76,55.27,60.83,169.86
,,55.81,56.19,55.82,167.82
,,59.16,51.66,62.25,173.07
,,50.38,64.64,56.69,171.71
,,68.23,57.54,57.96,183.73
,,54.16,56.09,51.04,161.29
,,56.1,66.49,57.53,180.12
,,49.96,54.09,58.9,162.95
,,57.47,53.71,50.25,161.43
,,52.25,50.5,61.87,164.62
,,56.52,59.85,63.15,179.52
,,55.86,57.47,55.27,168.6
,,50.06,56.05,48.86,154.97
,,54.8,51.04,64.99,170.83
,,57.11,57.33,54.93,169.37
,,52.51,52.38,73.25,178.14
,,61.39,60.74,59.25,181.38
,,57.47,51.47,48.71,157.65
,,52.69,55.37,59.88,167.94
,,44.82,40.76,46,131.58
,,51.21,56.32,58.94,166.47
,,55.55,53.93,54.07,163.55
,,48.84,53.22,62.04,164.1
,,59.11,51.19,54.01,164.31
,,54.9,60.23,52.68,167.81
,,59.75,59.05,52.03,170.83
,,53.76,60.08,53.94,167.78
,,54.5,59.07,56.04,169.61
,,48.26,63.57,56.26,168.09
,,53.06,57.44,59.7,170.2
,,56.52,53.74,54.32,164.58
,,58.26,49.94,58.94,167.14
,,58.31,54.91,53.58,166.8
,,61.17,51.38,55.57,168.12
,,56.14,60.43,54.07,170.64
,,63.7,54.29,54.31,172.3
,,61.86,56.21,53.72,171.79
,,54.83,58.14,57.19,170.16
,,54.16,56.93,55.6,166.69
,,54.97,58.94,54.09,168
,,57.17,61.2,48.4,166.77
,,54.91,56.52,57.93,169.36
,,53.93,47.68,61.75,163.36
,,56.52,51.7,50.7,158.92
,,60.74,54.93,56.11,171.78
,,57.17,57.81,63.15,178.13
,,57.12,56.67,52.03,165.82
,,43.3,40.46,36.83,120.59
,,56.37,53.92,56.92,167.21
,,62.95,51.66,59.22,173.83
,,53.75,49.24,56.63,159.62
,,59.7,57.87,56.19,173.76
,,66.28,53.7,52.62,172.6
,,59.89,59.58,51.4,170.87
,,60.74,57.58,54.4,172.72
,,64.49,38.55,62.79,165.83
,,47.68,60.74,59.25,167.67
,,59.7,54.9,58.31,172.91
,,57.33,58.91,56.11,172.35
,,58.5,53.21,50.19,161.9
,,53.06,52.7,68.5,174.26
,,57.21,56.15,62.62,175.98
,,49.56,58.57,52.17,160.3
,,53.92,57.07,51.81,162.8
,,59.63,56.21,61.7,177.54
,,57.47,66.94,49.13,173.54
,,64.61,58.49,53.03,176.13
,,56.14,56.82,55.96,168.92
,,54.5,54.4,61.67,170.57
,,63.34,63.57,50.87,177.78
,,50.47,57.67,56.92,165.06
,,39.83,63.27,63.29,166.39
,,56.52,55.78,54.02,166.32
,,63.05,51.9,54.32,169.27
,,53.76,54.49,59.07,167.32
,,59.75,52.38,53.55,165.68
,,58.67,58.26,54.08,171.01
,,60.75,63.03,50.87,174.65
,,53.61,59.7,61.37,174.68
,,57.47,52.06,53.65,163.18
,,55.55,54.54,54.07,164.16
,,53.21,53.45,54.91,161.57
,,63.7,61.91,56.62,182.23
,,61.17,55.57,50.94,167.68
,,49.73,55.37,53.99,159.09
,,63.57,50.87,61.96,176.4
,,60.79,52.48,51.44,164.71
,,57.17,55.78,43.48,156.43
,,57.47,56.82,54.41,168.7
,,57.51,57.85,58.24,173.6
,,57.97,62.19,51.78,171.94
,,56.73,56.82,54.49,168.04
,,61.54,53.23,56.93,171.7
,,56.37,55.78,56.91,169.06
,,52.67,55.85,54.83,163.35
,,56.37,57.82,51.03,165.22
,,46.36,61.41,61.05,168.82
,,54.9,57.67,59.57,172.14
,,62.19,57.17,55.1,174.46
,,55.16,53.75,51.78,160.69
,,56.32,55.71,58.93,170.96
,,53.62,56.07,60.18,169.87
,,53.76,53.71,62,169.47
,,52.94,62.41,56.52,171.87
,,58.5,54.07,53.29,165.86
,,49.73,57.67,58.91,166.31
,,51.87,55.6,61.25,168.72
,,54.91,55.54,58.43,168.88
,,57.47,50.6,59.96,168.03
,,50.76,54.27,59.89,164.92
,,54.96,56.82,54.01,165.79
,,47.79,47.09,60.94,155.82
,,51.03,51.25,50.87,153.15
,,59.1,59.53,56.58,175.21
,,57.12,60.96,52.03,170.11
,,51.96,57.13,51.21,160.3
,,57.82,55.78,57.93,171.53
,,52.35,55.33,52.5,160.18
,,61.06,54.29,48.43,163.78
,,56.46,47.76,59.58,163.8
,,54.91,47.51,60.18,162.6
,,54.16,58.23,56.93,169.32
,,53.86,59.39,57.8,171.05
,,55.63,58.12,55.64,169.39
,,62.5,53.11,54.89,170.5
,,54.62,47.46,60.66,162.74
,,67.95,53.28,56.46,177.69
,,51.59,54.48,55.31,161.38
,,52.68,52.67,55.22,160.57
,,62.62,50.7,54.55,167.87
,,54.05,53.11,54.03,161.19
,,54.42,56.13,56.6,167.15
,,60.74,53.01,55.88,169.63
,,48.89,61.36,59.31,169.56
,,55.07,57.61,58.2,170.88
,,60.55,60.39,52.17,173.11
,,58.24,57.04,52.3,167.58
,,55.52,61.52,55.56,172.6
,,56.35,60.66,50.51,167.52
,,57.57,58.24,45.71,161.52
,,56.31,49.88,57.46,163.65
,,51.37,53.23,56.84,161.44
,,49,58.57,52.39,159.96
,,47.31,54.34,59.31,160.96
,,59.77,66.49,61.75,188.01
,,57.91,59.71,42.41,160.03
,,59.11,57.33,47.9,164.34
,,62.05,52.25,52.26,166.56
,,55.86,52.7,52.5,161.06
,,65.66,50.86,53.82,170.34
,,62.84,56.52,53.74,173.1
,,53.42,57.51,57.67,168.6
,,53.76,63.05,54.4,171.21
,,58.31,56.14,55.1,169.55
,,59.6,51.03,55.58,166.21
,,54.16,57.67,62.51,174.34
,,53.42,60.48,57.33,171.23
,,52.59,54.54,57.5,164.63
,,49.91,59.44,52.4,161.75
,,60.25,55.53,51.98,167.76
,,48.61,63.86,54.84,167.31
,,56.07,55.02,51.25,162.34
,,57.31,49.53,60.04,166.88
,,53.76,52.17,51.78,157.71
,,60.25,51.66,54.38,166.29
,,54.16,61.36,55.6,171.12
,,60.27,57.33,47.9,165.5
,,59.09,52.25,54.01,165.35
,,52.13,61.37,54.94,168.44
,,53.42,58.94,56.93,169.29
,,60.08,56.91,49.82,166.81
,,50.69,58.94,59.55,169.18
,,58.5,54.54,51.39,164.43
,,51.59,58.94,51.66,162.19
,,59.6,51.67,54.91,166.18
,,59.6,52.97,54.47,167.04
,,58.5,56.82,48.77,164.09
,,52.51,58.1,56.62,167.23
,,59.19,54.74,49.91,163.84
,,64.76,54.72,57.14,176.62
,,62.42,56.87,56.46,175.75
,,63.07,54.72,53.91,171.7
,,60.55,50.17,49.25,159.97
,,55.93,52.48,67.9,176.31
,,56.37,64.65,56,177.02
,,54.64,52.97,52.5,160.11
,,49.56,57.67,59.51,166.74
,,60.21,56.33,60.66,177.2
,,47.62,62.5,56.37,166.49
,,65.69,54.42,63.69,183.8
,,57.78,51.1,57.08,165.96
,,51.78,60.46,52.51,164.75
,,60.38,61.8,53.82,176
,,50.06,49.82,58.57,158.45
,,59.11,53.92,50.52,163.55
,,55.99,56.94,50.9,163.83
,,55.5,57.79,48.56,161.85
,,56.96,48.89,58.6,164.45
,,48.61,58.1,58.02,164.73
,,49.91,56.15,56.73,162.79
,,50.7,54.65,60.79,166.14
,,59.12,56.26,51.73,167.11
,,60.25,46.52,65.69,172.46
,,61.17,48.78,59.84,169.79
,,47.14,56.73,58.1,161.97
,,58.56,61.17,54.06,173.79
,,57.51,55.11,56.46,169.08
,,61.3,48.19,55.88,165.37
,,49.91,57.72,62.62,170.25
,,62.74,53.33,56,172.07
,,48.25,60.22,55.31,163.78
,,60.22,57.19,58.2,175.61
,,46.97,58.05,65.75,170.77
,,59.84,57.3,56.84,173.98
,,60.75,62.5,56.69,179.94
,,40.83,57.33,57.5,155.66
,,52.49,58.8,62.5,173.79
,,55,57.27,51.48,163.75
,,55.72,57.82,61.88,175.42
,,57.47,53.71,60.83,172.01
,,63.49,56.21,59.28,178.98
,,60.61,57.47,56.82,174.9
,,53.17,64.3,55.82,173.29
,,57.47,55.27,59.66,172.4
,,49.91,48.2,62.15,160.26
,,53.2,50.42,57.07,160.69
,,63.12,56.13,57.89,177.14
,,58.34,50.71,49.46,158.51
,,50.13,51.46,60.44,162.03
,,61.3,54.89,52.04,168.23
,,57.65,50.24,54.5,162.39
,,59.3,58.97,54.34,172.61
,,60.25,64.68,52.3,177.23
,,54.64,58.52,48.98,162.14
,,65.99,50.63,55.59,172.21
,,55.63,58.12,54.84,168.59
,,49.4,60.79,58.1,168.29
,,55.79,54.74,56.5,167.03
,,66.1,55.71,59.02,180.83
,,54.16,60.38,58.23,172.77
,,52.69,60.74,53.61,167.04
,,51.21,54.29,65.36,170.86
,,53.92,53.99,56.26,164.17
,,60.58,57.21,57.79,175.58
,,50.63,45.33,61.3,157.26
,,68.01,53.88,61.18,183.07
,,58.96,54.55,52.71,166.22
,,51.05,55.22,58.02,164.29
,,57.48,59.75,60.07,177.3
,,55.33,57.53,63.21,176.07
,,56.46,62.94,60.27,179.67
,,56.62,60.76,57.6,174.98
,,56.64,58.89,56.26,171.79
,,56.73,55.94,54.84,167.51
,,54.8,63.58,51,169.38
,,60.4,50.42,53.42,164.24
,,56.15,55.02,51.74,162.91
,,60.58,58.31,58.75,177.64
,,59.63,49.53,56.84,166
,,60.05,57.79,59.31,177.15
,,51.11,56.84,58.33,166.28
,,51.8,56.13,58.53,166.46
,,54.8,57.47,58.54,170.81
,,51.98,65.84,53.9,171.72
,,56.08,53.86,58.11,168.05
,,55.33,56.91,60.88,173.12
,,54.64,64.18,55.39,174.21
,,58.91,58.49,56.62,174.02
,,56.87,52.3,60.88,170.05
,,57.89,62.94,61.31,182.14
,,57.21,60.62,53.94,171.77
,,59.66,53.88,61.97,175.51
,,52.17,60.4,55.6,168.17
,,57.58,55.67,49.95,163.2
,,53.82,58.64,55.92,168.38
,,61.67,46.93,62.18,170.78
,,62.44,50.56,59.38,172.38
,,52.4,52.56,52.98,157.94
,,54.42,57.19,51.37,162.98
,,55.11,56.66,55.64,167.41
,,54.65,64.85,59.54,179.04
,,53.53,59.11,58.94,171.58
,,53.86,58.97,54.34,167.17
,,51.97,59.91,58.42,170.3
,,56.88,54.47,61.18,172.53
,,65.3,55.6,47.27,168.17
,,64.29,46.55,59.44,170.28
,,57.64,58.77,59.3,175.71
,,60.89,58.02,47.11,166.02
,,58.2,62.15,53.23,173.58
,,55.67,52.71,56.87,165.25
,,54.99,48.32,48.55,151.86
,,56.73,55.02,49.82,161.57
,,56.15,53.8,56.84,166.79
,,55.02,62.59,61.1,178.71
,,55.24,57.97,58.97,172.18
,,53.26,52.38,60.98,166.62
,,55.5,64.77,53.04,173.31
,,64.86,58.02,56.6,179.48
,,49.91,62.56,62.62,175.09
,,59.05,56.24,50.46,165.75
,,61.19,48.56,51.71,161.46
,,59.66,53.25,57.97,170.88
,,64.84,45.27,65.78,175.89
,,53.23,49.29,58.42,160.94
,,64.28,50.7,50.9,165.88
,,50.42,53.42,63.61,167.45
,,55.13,58.97,49.74,163.84
,,53.53,57.47,50.67,161.67
,,60.25,49.07,61.49,170.81
,,61.46,57.47,49.16,168.09
,,51.37,52.71,62.25,166.33
,,60.32,56.5,56.25,173.07
,,64.53,57.22,43.31,165.06
,,51.39,43.7,56.2,151.29
,,51.57,50.2,48.12,149.89
,,54.17,54.59,58.81,167.57
,,60.56,53.77,48.73,163.06
,,53.27,67.25,61.25,181.77
,,53.82,53.96,53.77,161.55
,,55.78,55.63,58.76,170.17
,,51.9,58.96,52.63,163.49
,,57.36,54.04,57.45,168.85
,,46.18,60.74,59.39,166.31
,,54.42,53.19,60.67,168.28
,,55.31,50.69,63.59,169.59
,,50.94,53.8,61.31,166.05
,,60.55,44.91,58.11,163.57
,,58.91,52.58,58.12,169.61
,,52.6,59.29,53.5,165.39
,,60.21,53.02,53.78,167.01
,,58.91,56.73,54.59,170.23
,,48.87,60.86,54.03,163.76
,,54.37,59.05,55.93,169.35
,,61.36,56.73,53.78,171.87
,,49.55,68.79,61.17,179.51
,,63.28,49.04,59.98,172.3
,,53.52,53.82,54.72,162.06
,,53.82,58.64,56.63,169.09
,,57.43,61.98,53.24,172.65
,,53.19,56.13,63.67,172.99
,,46.46,59.86,56.56,162.88
,,55.13,56.13,55.88,167.14
,,59.12,52.3,58.83,170.25
,,62.71,52.48,55.39,170.58
,,58.27,61.3,54.43,174
,,48.41,56.8,54.65,159.86
,,57.89,48.61,57.38,163.88
,,61.67,50.51,60.81,172.99
,,50.52,45.64,60.07,156.23
,,53.82,65.22,57.24,176.28
,,44.85,49.97,61.24,156.06
,,45.2,49.3,56.64,151.14
,,45.85,57.81,57.77,161.43
,,57.64,53.82,60.05,171.51
,,50.87,59.18,53.44,163.49
,,56.24,52.17,47.27,155.68
,,53.84,58.12,58.1,170.06
,,53.19,58.49,53.94,165.62
,,49.91,53.19,58.77,161.87
,,48.8,64.85,55.22,168.87
,,47.29,49.45,65.21,161.95
,,59.86,58.4,60.79,179.05
,,61.81,62.26,51.11,175.18
,,54.37,57.08,52.15,163.6
,,51.44,50.8,59.82,162.06
,,53.36,62.11,51.11,166.58
,,55.74,54.15,51.98,161.87
,,57.51,47.89,56.46,161.86
,,64.18,58.75,52.44,175.37
,,48.25,59.77,46.45,154.47
,,65.99,60.2,49.16,175.35
,,59.3,56.32,50.15,165.77
,,54.1,55.9,59.97,169.97
,,55.74,54.72,51.59,162.05
,,57.07,58.73,51.46,167.26
,,56.32,56.9,57.19,170.41
,,59.84,53.93,54.28,168.05
,,53.21,55.11,56.46,164.78
,,58.77,47.68,56.6,163.05
,,60.21,49.53,58.76,168.5
,,60.96,59.44,50.15,170.55
,,60.22,52.43,50.81,163.46
,,53.53,54.74,62.7,170.97
,,59.44,52.96,56.77,169.17
,,48.42,64.68,50.69,163.79
,,64.29,55.83,63.45,183.57
,,57.31,48.32,62.59,168.22
,,50.62,56.4,59.84,166.86
,,58.27,64.48,47.31,170.06
,,59.2,61.97,61.24,182.41
,,54.09,61.2,62.18,177.47
,,56.15,70.94,61.54,188.63
,,61.38,45.29,59.1,165.77
,,52.56,59.75,57.98,170.29
,,51.11,57.1,59.85,168.06
,,46.14,41.11,61.33,148.58
,,53.82,59.11,65.22,178.15
,,53.82,58.8,61.92,174.54
,,50.67,58.44,47.69,156.8
,,50.81,55.92,47.51,154.24
,,68.45,61.3,50.46,180.21
,,58.4,51.44,58.6,168.44
,,58.54,61.81,54.34,174.69
,,58.82,57.65,51.9,168.37
,,52.02,55.07,51.27,158.36
,,69.77,45.97,58.97,174.71
,,57.04,58.97,52.04,168.05
,,51.83,59.11,54.43,165.37
,,55.74,54.74,56.77,167.25
,,65.3,56.66,53.38,175.34
,,58.91,56.15,53.23,168.29
,,50.7,61.3,58.96,170.96
,,59.76,59.66,59.68,179.1
,,59.12,60.94,59.39,179.45
,,50.13,58.02,55.18,163.33
,,64,53.86,55.62,173.48
,,51.42,51.54,57.36,160.32
,,53.67,63.28,51.81,168.76
,,64.15,55.09,60.74,179.98
,,55.28,50.8,55.29,161.37
,,55.5,53.54,59.29,168.33
,,58.75,68.15,51.05,177.95
,,55.31,57.14,55.71,168.16
,,54.65,48.61,71.07,174.33
,,57.31,58.76,55.11,171.18
,,63.14,56.87,59.2,179.21
,,56.46,59.1,63.72,179.28
,,57.26,54.4,47.65,159.31
,,57.69,53.6,61.25,172.54
,,67.24,50.56,60.55,178.35
,,51.39,60.33,62.42,174.14
,,56.71,54.03,54.69,165.43
,,58.53,53.58,55.46,167.57
,,60.15,51.96,60.48,172.59
,,49.96,54.73,57.25,161.94
,,54.46,54.72,53.48,162.66
,,51.49,55.03,58.37,164.89
,,51.69,55.15,61.07,167.91
,,57.26,58.39,53.46,169.11
,,56.45,56.39,58.02,170.86
,,43.7,59.77,60.38,163.85
,,52.53,56.01,51.18,159.72
,,50.16,66.69,59.26,176.11
,,57.51,48.57,65.21,171.29
,,56.7,63.76,53.15,173.61
,,59.82,53.71,53.78,167.31
,,56.4,51.9,65.15,173.45
,,54.86,51.43,57.25,163.54
,,55.63,56.01,55.33,166.97
,,54.59,52.86,50.68,158.13
,,49.31,66.91,55.88,172.1
,,58.75,66.94,53.15,178.84
,,58.62,52.01,64.72,175.35
,,51.56,64.44,56.9,172.9
,,62.45,59.86,65.14,187.45
,,62.12,44.79,53.58,160.49
,,51.57,54.04,47.79,153.4
,,69.08,54.48,44.48,168.04
,,39.7,58.6,67.15,165.45
,,58.07,61.33,52.15,171.55
,,58.4,48.61,56.66,163.67
,,60.39,56.6,60.87,177.86
,,60.25,57.67,53.35,171.27
,,57.52,56.35,51.81,165.68
,,55.07,58.34,57.89,171.3
,,63.14,50.61,62.64,176.39
,,57.46,57.81,66.09,181.36
,,63.49,52.75,60.36,176.6
,,58.2,54.44,54.48,167.12
,,64.26,43.2,61.26,168.72
,,54.62,67.03,48.27,169.92
,,54.94,62.03,55.73,172.7
,,48.28,56.33,57.36,161.97
,,59.17,56.66,58.02,173.85
,,51.04,50.42,56.35,157.81
,,47.17,62.47,54.11,163.75
,,51.32,55.24,64.63,171.19
,,65.42,54.2,50.67,170.29
,,56.64,56.15,51.97,164.76
,,62.15,63.23,55.94,181.32
,,53.45,54.13,55,162.58
,,60.41,58.49,62.57,181.47
,,60.46,58.52,61.93,180.91
,,51.05,58.58,59.05,168.68
,,60.36,57.63,63.79,181.78
,,59.12,57.09,54.03,170.24
,,54.24,67.63,48.8,170.67
,,63.29,61.76,49.71,174.76
,,59.81,47.96,64.09,171.86
,,56.59,64.25,47.25,168.09
,,54.93,63.83,56.13,174.89
,,57.97,54.04,52.75,164.76
,,60.36,54.72,58.64,173.72
,,59.16,47.04,61.5,167.7
,,56.22,53.6,59.49,169.31
,,55.82,49.46,61.47,166.75
,,63.29,62.88,49.71,175.88
,,60.49,53.33,53.86,167.68
,,54.09,61.54,59.33,174.96
,,53.27,55.23,52.82,161.32
,,56.49,66.03,55.04,177.56
,,60.05,55.07,58.06,173.18
,,60.66,50.79,64.29,175.74
,,53.47,65.92,55.23,174.62
,,58.15,60.08,49,167.23
,,62.13,54.45,57.56,174.14
,,58.83,59.06,58.37,176.26
,,52.21,62.92,65.47,180.6
,,57.44,57.12,58.02,172.58
,,58.44,53.46,53.83,165.73
,,60.78,59.31,53.21,173.3
,,56.23,57.02,62.95,176.2
,,60.93,50.99,53.46,165.38
,,57.04,55.28,58.45,170.77
,,55.78,58.71,51.38,165.87
,,56.71,51.9,66.72,175.33
,,55.51,57.46,54.82,167.79
,,56.6,57.36,53.27,167.23
,,48.04,53.27,62.06,163.37
,,54.93,50.51,54.52,159.96
,,53.27,54.7,56.9,164.87
,,59.87,54.24,55,169.11
,,56.46,54.53,48.46,159.45
,,56.72,56.54,62.81,176.07
,,47.85,58.96,64.63,171.44
,,58.97,56.54,64.14,179.65
,,50.96,55.7,53.46,160.12
,,49.94,60.66,52.92,163.52
,,56.93,55.26,53.27,165.46
,,52.42,52.3,49.3,154.02
,,57.09,54.72,57.71,169.52
,,53.82,58.64,49.39,161.85
,,64.32,57.36,56.37,178.05
,,59.76,61.5,50.01,171.27
,,51.43,60.07,56.66,168.16
,,54.21,68.39,48.76,171.36
,,54.46,52.89,62.81,170.16
,,49.56,49.46,58.57,157.59
,,55.34,57.53,53.21,166.08
,,51.69,50.37,60.61,162.67
,,54.07,60.95,53.77,168.79
,,57.99,52.28,56.49,166.76
,,58.11,52.68,57.56,168.35
,,55.51,59.05,54.84,169.4
,,48.04,53.82,57.63,159.49
,,57.09,51.8,64.26,173.15
,,54.69,59.7,50.94,165.33
,,54.81,53.16,58.9,166.87
,,54.64,57.53,51.9,164.07
,,53.58,60.9,57.12,171.6
,,50.87,54.13,53.43,158.43
,,48.88,54.93,56.61,160.42
,,53.25,55.63,57.39,166.27
,,62.73,51.83,58.89,173.45
,,52.27,56.94,53.67,162.88
,,57.46,48.46,58.76,164.68
,,62.44,48.88,54.41,165.73
,,59.01,48.88,55.67,163.56
,,54.48,52.3,53.44,160.22
,,53.27,54.84,59.13,167.24
,,56.27,53.82,57.63,167.72
,,61.23,57.45,53.48,172.16
,,60.72,64,51.84,176.56
,,57.44,57.12,58.72,173.28
,,60.1,53.81,64.81,178.72
,,58.15,64,46.87,169.02
,,58.44,52.44,51.75,162.63
,,57.38,60.49,56.17,174.04
,,57.66,50.98,46.93,155.57
,,59.42,58.73,63.28,181.43
,,49.44,52.75,53.62,155.81
,,58.18,50.17,52.74,161.09
,,57.09,54.72,53.03,164.84
,,63.25,51.83,54.84,169.92
,,51.59,62.98,50.01,164.58
,,61.43,60.1,61.11,182.64
,,43.34,65.73,52.23,161.3
,,56.03,54.82,61.46,172.31
,,54.04,60.81,52.15,167
,,56.7,61.67,61.37,179.74
,,55.57,63.44,49,168.01
,,59.7,52.28,56.95,168.93
,,51.44,57.73,59.56,168.73
,,54.07,57.02,51.5,162.59
,,61.08,60.61,58.94,180.63
,,57.02,52.42,56.65,166.09
,,64.84,60.04,49.21,174.09
,,54.07,57.02,58.37,169.46
,,54.07,66.08,60.66,180.81
,,50.52,65.46,56.35,172.33
,,53.82,48.88,60.05,162.75
,,52.27,59.55,56.9,168.72
,,63.35,53.16,54.65,171.16
,,51.8,46.49,67.45,165.74
,,53.27,63.12,49.94,166.33
,,48.06,58.87,53.03,159.96
,,59.36,48.98,58.37,166.71
,,47.58,57.99,61.07,166.64
,,61.98,52.34,53.46,167.78
,,51.69,50.37,60.61,162.67
,,57.99,53.72,57.86,169.57
,,48.9,64.01,54.33,167.24
,,59.93,55.66,55.23,170.82
,,56.7,54.58,54.69,165.97
,,56.22,57.24,53.51,166.97
,,51.83,50.79,66.59,169.21
,,48.04,58.77,57.45,164.26
,,61.7,54.82,50.22,166.74
,,53.63,54.32,59.05,167
,,58.18,60.21,49.94,168.33
,,41.79,46.24,54.7,142.73
,,63.4,54.92,63.61,181.93
,,54.07,66.08,66.38,186.53
,,53,61.2,61.79,175.99
,,54.56,63.88,58.82,177.26
,,50.48,63.06,50.36,163.9
,,51.44,60.02,64.12,175.58
,,58.83,54.46,55.66,168.95
,,43.75,57.45,62.81,164.01
,,52.21,47.69,53.48,153.38
,,64.29,60.9,56.95,182.14
,,55.66,56.02,60.21,171.89
,,50.42,50,67.47,167.89
,,52.73,56.63,59.63,168.99
,,47.85,65.12,53.97,166.94
,,54.98,52.78,54.32,162.08
,,64.66,58.58,53.67,176.91
,,49.88,62.8,53.28,165.96
,,59.19,49.6,56.37,165.16
,,63.96,58.52,50.15,172.63
,,58.37,50.07,54.45,162.89
,,58.15,62.32,53.97,174.44
,,46.04,60.66,60.22,166.92
,,61.57,50.88,60.21,172.66
,,54.84,57.55,47.34,159.73
,,51.95,54.58,48.02,154.55
,,52.43,61.19,58.19,171.81
,,64.92,63.77,46.96,175.65
,,50.42,68.48,59.66,178.56
,,60.78,52.21,45.79,158.78
,,49.75,57.73,54.33,161.81
,,54.35,58.82,63.59,176.76
,,53.85,51.75,57.57,163.17
,,58.11,55.79,54.46,168.36
,,52.43,51.07,61.31,164.81
,,48.17,54.44,57.57,160.18
,,53.6,54.62,53.53,161.75
,,54.75,50.32,54.24,159.31
,,54.69,50.53,49.25,154.47
,,59.01,50.52,55.04,164.57
,,62.05,58.76,55.46,176.27
,,53.77,45.95,65.9,165.62
,,52.78,48.13,57.38,158.29
,,54.07,60.04,58.37,172.48
,,53.98,58.72,50.98,163.68
,,63.08,47.03,58.19,168.3
,,58.5,53.56,49.13,161.19
,,54.03,48.1,55.66,157.79
,,62.2,50.74,53.15,166.09
,,59.01,53.82,50.63,163.46
,,60.9,57.54,52.23,170.67
,,64.12,58.03,59.05,181.2
,,57.46,65.88,54.52,177.86
,,65.49,68.63,56.38,190.5
,,54.93,57.68,45.74,158.35
,,47.73,53.98,56.89,158.6
,,48.04,58.77,48.88,155.69
,,51.69,57.07,59.7,168.46
,,55.57,61.2,53.26,170.03
